period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,year,month
2012-04-01,AL,Alabama,COM,commercial,356599.0,10.5,178.04968,1695.85437,2012,4
2012-04-01,HI,Hawaii,IND,industrial,706.0,31.28,90.60775,289.68194,2012,4
2012-04-01,UT,Utah,TRA,transportation,1.0,9.67,0.28897,2.9892,2012,4
2012-04-01,VT,Vermont,ALL,all sectors,358772.0,14.12,57.77809,409.20417,2012,4
2012-04-01,VT,Vermont,COM,commercial,50980.0,14.73,22.46698,152.51742,2012,4
2012-04-01,VT,Vermont,IND,industrial,221.0,9.75,10.94411,112.26926,2012,4
2012-04-01,VT,Vermont,RES,residential,307571.0,16.87,24.367,144.4175,2012,4
2012-04-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,VA,Virginia,ALL,all sectors,3664144.0,8.91,677.62375,7608.88966,2012,4
2012-04-01,VA,Virginia,COM,commercial,417862.0,8.18,299.2743,3657.39688,2012,4
2012-04-01,VA,Virginia,IND,industrial,3979.0,6.58,97.17339,1476.95615,2012,4
2012-04-01,AL,Alabama,ALL,all sectors,2512609.0,8.77,564.86306,6442.71144,2012,4
2012-04-01,SD,South Dakota,COM,commercial,68947.0,8.02,27.62646,344.3297,2012,4
2012-04-01,MS,Mississippi,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,SC,South Carolina,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,WNC,West North Central,ALL,all sectors,10564253.0,8.1,1709.46629,21113.72274,2012,4
2012-04-01,WNC,West North Central,COM,commercial,1370839.0,8.06,609.90465,7567.5765,2012,4
2012-04-01,WNC,West North Central,IND,industrial,113431.0,6.01,438.3044,7293.26576,2012,4
2012-04-01,WNC,West North Central,RES,residential,9079981.0,10.58,661.05575,6250.01593,2012,4
2012-04-01,LA,Louisiana,ALL,all sectors,2289069.0,6.76,430.14794,6365.64598,2012,4
2012-04-01,KY,Kentucky,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,KY,Kentucky,RES,residential,1921662.0,9.63,152.08255,1579.684,2012,4
2012-04-01,ENC,East North Central,TRA,transportation,7.0,6.82,3.10709,45.53875,2012,4
2012-04-01,KY,Kentucky,IND,industrial,7101.0,5.26,205.48421,3905.81968,2012,4
2012-04-01,KY,Kentucky,COM,commercial,298560.0,8.7,119.87563,1377.60382,2012,4
2012-04-01,WSC,West South Central,RES,residential,14766640.0,10.42,1346.89728,12920.73256,2012,4
2012-04-01,WSC,West South Central,TRA,transportation,4.0,10.27,0.68911,6.70905,2012,4
2012-04-01,KY,Kentucky,ALL,all sectors,2227323.0,6.96,477.44239,6863.1075,2012,4
2012-04-01,DC,District of Columbia,IND,industrial,1.0,5.24,0.99378,18.95517,2012,4
2012-04-01,AK,Alaska,COM,commercial,48632.0,14.69,34.60333,235.59794,2012,4
2012-04-01,DC,District of Columbia,RES,residential,231783.0,12.49,13.06371,104.57396,2012,4
2012-04-01,AK,Alaska,ALL,all sectors,324861.0,15.87,81.83258,515.78731,2012,4
2012-04-01,ENC,East North Central,RES,residential,19590314.0,12.52,1424.9993,11383.55021,2012,4
2012-04-01,ENC,East North Central,IND,industrial,61587.0,6.35,1076.6493,16960.52519,2012,4
2012-04-01,WSC,West South Central,IND,industrial,159656.0,5.12,665.71105,12994.84443,2012,4
2012-04-01,IL,Illinois,IND,industrial,6016.0,5.78,210.74016,3643.8404,2012,4
2012-04-01,AR,Arkansas,RES,residential,1330280.0,9.35,98.05719,1048.88391,2012,4
2012-04-01,AR,Arkansas,TRA,transportation,2.0,10.62,0.00428,0.0403,2012,4
2012-04-01,CA,California,ALL,all sectors,14742818.0,12.37,2344.55653,18947.64026,2012,4
2012-04-01,LA,Louisiana,IND,industrial,18167.0,4.84,124.61749,2576.09094,2012,4
2012-04-01,LA,Louisiana,COM,commercial,278423.0,7.73,144.44047,1868.06181,2012,4
2012-04-01,MAT,Middle Atlantic,COM,commercial,2212198.0,12.59,1497.54373,11899.11727,2012,4
2012-04-01,IA,Iowa,ALL,all sectors,1560581.0,7.46,248.62862,3330.8652,2012,4
2012-04-01,MAT,Middle Atlantic,RES,residential,15708988.0,15.03,1298.76153,8642.26834,2012,4
2012-04-01,MAT,Middle Atlantic,TRA,transportation,26.0,12.25,39.35087,321.10978,2012,4
2012-04-01,ENC,East North Central,ALL,all sectors,22058603.0,9.04,3797.5132,42012.69406,2012,4
2012-04-01,ENC,East North Central,COM,commercial,2406695.0,9.49,1292.75751,13623.07991,2012,4
2012-04-01,DC,District of Columbia,COM,commercial,26495.0,12.3,82.00755,666.98838,2012,4
2012-04-01,WSC,West South Central,COM,commercial,2083862.0,7.94,1136.7336,14319.25967,2012,4
2012-04-01,AL,Alabama,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,PA,Pennsylvania,IND,industrial,24982.0,7.21,273.09292,3785.61939,2012,4
2012-04-01,PA,Pennsylvania,COM,commercial,687383.0,9.49,306.11955,3227.11995,2012,4
2012-04-01,PA,Pennsylvania,ALL,all sectors,5977106.0,9.82,1041.02065,10599.38675,2012,4
2012-04-01,OR,Oregon,TRA,transportation,4.0,8.41,0.16642,1.97972,2012,4
2012-04-01,OR,Oregon,RES,residential,1641180.0,9.73,145.9997,1499.8915,2012,4
2012-04-01,OR,Oregon,IND,industrial,21671.0,5.39,50.80684,943.3758,2012,4
2012-04-01,OR,Oregon,COM,commercial,237334.0,8.42,102.37621,1216.24715,2012,4
2012-04-01,OR,Oregon,ALL,all sectors,1900189.0,8.18,299.34918,3661.49417,2012,4
2012-04-01,AZ,Arizona,IND,industrial,7745.0,6.09,60.66806,996.97838,2012,4
2012-04-01,AZ,Arizona,COM,commercial,304721.0,9.27,216.7358,2337.11092,2012,4
2012-04-01,IA,Iowa,IND,industrial,7213.0,5.13,79.389,1546.15222,2012,4
2012-04-01,IN,Indiana,COM,commercial,344626.0,9.49,171.40627,1806.74381,2012,4
2012-04-01,IN,Indiana,IND,industrial,18480.0,6.55,260.59784,3978.30556,2012,4
2012-04-01,IN,Indiana,RES,residential,2754694.0,11.56,217.61784,1882.90487,2012,4
2012-04-01,IA,Iowa,COM,commercial,220625.0,7.79,70.59734,906.05321,2012,4
2012-04-01,HI,Hawaii,RES,residential,419353.0,37.51,82.87366,220.95549,2012,4
2012-04-01,AL,Alabama,RES,residential,2148819.0,11.56,222.57064,1925.57424,2012,4
2012-04-01,SD,South Dakota,ALL,all sectors,455751.0,8.34,74.29963,890.40869,2012,4
2012-04-01,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,KS,Kansas,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,KS,Kansas,RES,residential,1214521.0,11.15,86.53577,776.25176,2012,4
2012-04-01,KS,Kansas,IND,industrial,25174.0,6.92,63.56006,918.11504,2012,4
2012-04-01,KS,Kansas,COM,commercial,222898.0,9.06,106.89845,1180.23938,2012,4
2012-04-01,KS,Kansas,ALL,all sectors,1462593.0,8.94,256.99428,2874.60619,2012,4
2012-04-01,ID,Idaho,ALL,all sectors,800388.0,6.61,110.15781,1666.58438,2012,4
2012-04-01,OH,Ohio,ALL,all sectors,5506385.0,8.64,986.83752,11418.5898,2012,4
2012-04-01,LA,Louisiana,RES,residential,1992478.0,8.38,161.02173,1920.63142,2012,4
2012-04-01,AZ,Arizona,RES,residential,2578392.0,11.17,225.25064,2016.94392,2012,4
2012-04-01,AK,Alaska,RES,residential,274973.0,17.64,29.95885,169.84208,2012,4
2012-04-01,AK,Alaska,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,AZ,Arizona,ALL,all sectors,2890858.0,9.39,502.6545,5351.03322,2012,4
2012-04-01,ND,North Dakota,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,ID,Idaho,COM,commercial,102173.0,6.72,30.96591,460.82443,2012,4
2012-04-01,ID,Idaho,IND,industrial,26488.0,5.07,31.43771,620.59303,2012,4
2012-04-01,AZ,Arizona,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,WSC,West South Central,ALL,all sectors,17010162.0,7.83,3150.03103,40241.54571,2012,4
2012-04-01,MAT,Middle Atlantic,IND,industrial,45644.0,7.43,413.42458,5563.81608,2012,4
2012-04-01,ESC,East South Central,RES,residential,8042764.0,10.48,742.17676,7080.60932,2012,4
2012-04-01,ESC,East South Central,IND,industrial,23373.0,5.72,600.42906,10501.44559,2012,4
2012-04-01,IL,Illinois,TRA,transportation,3.0,6.67,2.71382,40.66246,2012,4
2012-04-01,IN,Indiana,ALL,all sectors,3117801.0,8.47,649.79056,7669.65523,2012,4
2012-04-01,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,ESC,East South Central,COM,commercial,1348374.0,9.75,614.91353,6306.65492,2012,4
2012-04-01,IA,Iowa,RES,residential,1332743.0,11.23,98.64228,878.65977,2012,4
2012-04-01,AR,Arkansas,ALL,all sectors,1540892.0,7.11,238.59868,3355.27243,2012,4
2012-04-01,ESC,East South Central,TRA,transportation,1.0,10.32,0.01459,0.14128,2012,4
2012-04-01,PA,Pennsylvania,RES,residential,5264727.0,12.97,455.45381,3511.82001,2012,4
2012-04-01,PA,Pennsylvania,TRA,transportation,14.0,8.49,6.35437,74.8274,2012,4
2012-04-01,RI,Rhode Island,ALL,all sectors,497714.0,11.62,65.7249,565.66052,2012,4
2012-04-01,RI,Rhode Island,COM,commercial,57952.0,11.03,30.74402,278.80075,2012,4
2012-04-01,RI,Rhode Island,IND,industrial,1932.0,9.68,6.95617,71.87576,2012,4
2012-04-01,RI,Rhode Island,RES,residential,437829.0,13.15,28.02471,213.1079,2012,4
2012-04-01,RI,Rhode Island,TRA,transportation,1.0,0.0,0.0,1.87612,2012,4
2012-04-01,SC,South Carolina,ALL,all sectors,2454741.0,8.63,494.38369,5726.6371,2012,4
2012-04-01,SC,South Carolina,COM,commercial,341668.0,9.33,154.16389,1652.42857,2012,4
2012-04-01,SC,South Carolina,IND,industrial,4401.0,5.83,139.68371,2395.09849,2012,4
2012-04-01,SC,South Carolina,RES,residential,2108672.0,11.94,200.53608,1679.11005,2012,4
2012-04-01,IL,Illinois,RES,residential,5106924.0,12.45,338.77877,2722.09273,2012,4
2012-04-01,IN,Indiana,TRA,transportation,1.0,9.91,0.16861,1.701,2012,4
2012-04-01,AR,Arkansas,COM,commercial,181121.0,7.43,68.65169,924.36813,2012,4
2012-04-01,DE,Delaware,RES,residential,399470.0,13.93,39.03171,280.22079,2012,4
2012-04-01,DE,Delaware,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,DC,District of Columbia,ALL,all sectors,258280.0,12.04,98.2075,815.94564,2012,4
2012-04-01,IL,Illinois,ALL,all sectors,5700153.0,8.45,853.75912,10101.28735,2012,4
2012-04-01,ID,Idaho,TRA,transportation,0.0,0.0,0.0,0.0,2012,4
2012-04-01,CT,Connecticut,TRA,transportation,2.0,10.87,1.58373,14.56606,2012,4
2012-04-01,ID,Idaho,RES,residential,671727.0,8.16,47.75419,585.16693,2012,4
2012-04-01,AR,Arkansas,IND,industrial,29489.0,5.2,71.88554,1381.98009,2012,4
2012-04-01,DE,Delaware,IND,industrial,853.0,7.71,17.30503,224.49052,2012,4
2012-04-01,DE,Delaware,COM,commercial,50928.0,9.84,30.69131,311.81755,2012,4
2012-04-01,DE,Delaware,ALL,all sectors,451251.0,10.66,87.02805,816.52885,2012,4
2012-04-01,AK,Alaska,IND,industrial,1256.0,15.65,17.2704,110.34729,2012,4
2012-04-01,IL,Illinois,COM,commercial,587210.0,8.16,301.52636,3694.69177,2012,4
2012-05-01,KY,Kentucky,RES,residential,1921098.0,9.72,184.59355,1899.77485,2012,5
2012-05-01,NH,New Hampshire,ALL,all sectors,710998.0,14.26,112.1291,786.56051,2012,5
2012-05-01,WY,Wyoming,ALL,all sectors,328908.0,7.18,94.59989,1316.66365,2012,5
2012-05-01,NM,New Mexico,ALL,all sectors,1004327.0,8.5,157.13286,1849.2152,2012,5
2012-05-01,CA,California,TRA,transportation,12.0,6.54,3.8169,58.39988,2012,5
2012-05-01,WY,Wyoming,COM,commercial,59650.0,8.37,28.91606,345.39064,2012,5
2012-05-01,NY,New York,IND,industrial,8097.0,6.71,73.74474,1098.93096,2012,5
2012-05-01,IN,Indiana,RES,residential,2751859.0,10.85,264.33717,2435.46414,2012,5
2012-05-01,IN,Indiana,TRA,transportation,1.0,9.47,0.14161,1.496,2012,5
2012-05-01,IA,Iowa,ALL,all sectors,1562015.0,7.38,267.93105,3631.6036,2012,5
2012-05-01,IA,Iowa,COM,commercial,221266.0,7.83,76.08656,971.32578,2012,5
2012-05-01,IA,Iowa,IND,industrial,7218.0,5.12,87.50932,1710.2375,2012,5
2012-05-01,NV,Nevada,TRA,transportation,1.0,7.84,0.05,0.638,2012,5
2012-05-01,CO,Colorado,ALL,all sectors,2511878.0,9.14,385.44843,4214.93649,2012,5
2012-05-01,WI,Wisconsin,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,WA,Washington,TRA,transportation,6.0,7.5,0.04331,0.57734,2012,5
2012-05-01,WV,West Virginia,ALL,all sectors,1015944.0,8.26,198.14293,2400.02959,2012,5
2012-05-01,WV,West Virginia,COM,commercial,138959.0,8.71,52.72876,605.62032,2012,5
2012-05-01,WV,West Virginia,IND,industrial,12486.0,6.51,69.80913,1073.15863,2012,5
2012-05-01,MO,Missouri,IND,industrial,8859.0,5.88,89.5799,1524.52263,2012,5
2012-05-01,MO,Missouri,COM,commercial,372452.0,8.67,225.3949,2600.47997,2012,5
2012-05-01,MO,Missouri,ALL,all sectors,3079024.0,8.86,583.75675,6592.39111,2012,5
2012-05-01,CT,Connecticut,ALL,all sectors,1610561.0,15.49,338.40473,2183.96992,2012,5
2012-05-01,WV,West Virginia,RES,residential,864498.0,10.48,75.57718,720.91747,2012,5
2012-05-01,CO,Colorado,TRA,transportation,1.0,9.06,0.38306,4.23,2012,5
2012-05-01,CO,Colorado,RES,residential,2147001.0,11.27,142.88462,1267.87863,2012,5
2012-05-01,CO,Colorado,IND,industrial,16060.0,6.92,90.43414,1306.27019,2012,5
2012-05-01,WV,West Virginia,TRA,transportation,1.0,8.36,0.02786,0.33318,2012,5
2012-05-01,WI,Wisconsin,ALL,all sectors,2949232.0,10.13,551.82599,5445.36173,2012,5
2012-05-01,WI,Wisconsin,COM,commercial,340835.0,10.53,197.25962,1873.00924,2012,5
2012-05-01,WI,Wisconsin,IND,industrial,4548.0,7.24,144.86637,2001.36342,2012,5
2012-05-01,IA,Iowa,RES,residential,1333531.0,10.98,104.33517,950.04032,2012,5
2012-05-01,WI,Wisconsin,RES,residential,2603849.0,13.35,209.7,1570.98907,2012,5
2012-05-01,CO,Colorado,COM,commercial,348816.0,9.27,151.74661,1636.55766,2012,5
2012-05-01,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,NY,New York,ALL,all sectors,8030941.0,14.69,1572.52809,10702.53598,2012,5
2012-05-01,NEW,New England,COM,commercial,843015.0,13.61,480.32844,3528.44187,2012,5
2012-05-01,IN,Indiana,COM,commercial,344324.0,9.21,188.77072,2050.67451,2012,5
2012-05-01,HI,Hawaii,COM,commercial,60272.0,35.85,98.61134,275.0303,2012,5
2012-05-01,IN,Indiana,ALL,all sectors,3114690.0,8.26,723.31906,8752.01531,2012,5
2012-05-01,HI,Hawaii,IND,industrial,727.0,31.91,97.75431,306.37528,2012,5
2012-05-01,HI,Hawaii,RES,residential,419583.0,38.21,86.04302,225.19222,2012,5
2012-05-01,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,IL,Illinois,TRA,transportation,3.0,5.83,2.61176,44.82339,2012,5
2012-05-01,IL,Illinois,RES,residential,5099561.0,12.73,407.9242,3205.65642,2012,5
2012-05-01,IL,Illinois,IND,industrial,6005.0,6.0,229.34193,3824.82993,2012,5
2012-05-01,IL,Illinois,COM,commercial,586993.0,8.26,335.10515,4056.67059,2012,5
2012-05-01,ID,Idaho,ALL,all sectors,801057.0,6.48,125.49506,1935.32679,2012,5
2012-05-01,ID,Idaho,COM,commercial,102282.0,6.78,32.17282,474.81156,2012,5
2012-05-01,LA,Louisiana,ALL,all sectors,2293379.0,6.87,465.10171,6774.95664,2012,5
2012-05-01,ID,Idaho,IND,industrial,26638.0,5.22,48.2032,922.71918,2012,5
2012-05-01,ID,Idaho,RES,residential,672137.0,8.39,45.11904,537.79605,2012,5
2012-05-01,IN,Indiana,IND,industrial,18506.0,6.33,270.06957,4264.38066,2012,5
2012-05-01,NM,New Mexico,COM,commercial,137488.0,8.93,68.87267,771.18154,2012,5
2012-05-01,NM,New Mexico,IND,industrial,8196.0,5.86,34.87503,594.68087,2012,5
2012-05-01,NY,New York,COM,commercial,1037384.0,14.61,853.87619,5843.52288,2012,5
2012-05-01,NEW,New England,ALL,all sectors,7069356.0,13.96,1259.16868,9016.65289,2012,5
2012-05-01,KY,Kentucky,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,NM,New Mexico,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,WY,Wyoming,IND,industrial,9151.0,6.02,47.7062,792.90378,2012,5
2012-05-01,ID,Idaho,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,IL,Illinois,ALL,all sectors,5692562.0,8.76,974.98304,11131.98033,2012,5
2012-05-01,KS,Kansas,COM,commercial,223915.0,9.23,124.29566,1345.9813,2012,5
2012-05-01,KS,Kansas,ALL,all sectors,1468722.0,9.28,307.82972,3316.47535,2012,5
2012-05-01,KS,Kansas,IND,industrial,25550.0,7.15,67.07421,938.21055,2012,5
2012-05-01,KS,Kansas,RES,residential,1219257.0,11.28,116.45985,1032.2835,2012,5
2012-05-01,KS,Kansas,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,WY,Wyoming,RES,residential,260107.0,10.08,17.97764,178.36923,2012,5
2012-05-01,WY,Wyoming,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,KY,Kentucky,ALL,all sectors,2226572.0,7.35,543.50627,7394.48232,2012,5
2012-05-01,NV,Nevada,RES,residential,1079199.0,12.1,118.44772,978.67415,2012,5
2012-05-01,KY,Kentucky,IND,industrial,7111.0,5.46,211.59307,3876.226,2012,5
2012-05-01,NM,New Mexico,RES,residential,858643.0,11.04,53.38516,483.35279,2012,5
2012-05-01,KY,Kentucky,COM,commercial,298363.0,9.1,147.31965,1618.48147,2012,5
2012-05-01,AR,Arkansas,RES,residential,1331607.0,9.14,109.54547,1198.14627,2012,5
2012-05-01,US,U.S. Total,IND,industrial,739556.0,6.53,5528.20219,84677.64946,2012,5
2012-05-01,US,U.S. Total,COM,commercial,17833328.0,9.96,11038.59621,110800.44713,2012,5
2012-05-01,US,U.S. Total,ALL,all sectors,146116653.0,9.64,28637.04127,296968.16897,2012,5
2012-05-01,TX,Texas,COM,commercial,1366799.0,8.09,902.46388,11161.92457,2012,5
2012-05-01,TX,Texas,ALL,all sectors,11279755.0,8.35,2509.72823,30054.72797,2012,5
2012-05-01,CA,California,RES,residential,13314166.0,15.02,988.25545,6579.55241,2012,5
2012-05-01,PACN,Pacific Noncontiguous,COM,commercial,109043.0,26.63,132.6299,498.00299,2012,5
2012-05-01,PACN,Pacific Noncontiguous,IND,industrial,1987.0,28.17,116.72155,414.304,2012,5
2012-05-01,PACN,Pacific Noncontiguous,RES,residential,693347.0,30.31,113.62957,374.90121,2012,5
2012-05-01,PACN,Pacific Noncontiguous,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,VA,Virginia,IND,industrial,3990.0,6.66,98.94678,1485.92555,2012,5
2012-05-01,VA,Virginia,COM,commercial,418807.0,8.38,331.49158,3958.01873,2012,5
2012-05-01,VA,Virginia,ALL,all sectors,3667307.0,9.22,791.0977,8582.93059,2012,5
2012-05-01,MA,Massachusetts,RES,residential,2696881.0,15.39,214.72135,1395.0234,2012,5
2012-05-01,MA,Massachusetts,IND,industrial,21077.0,12.47,163.01653,1307.46786,2012,5
2012-05-01,TN,Tennessee,TRA,transportation,1.0,11.4,0.01621,0.14218,2012,5
2012-05-01,MA,Massachusetts,COM,commercial,389087.0,13.68,192.85791,1409.68435,2012,5
2012-05-01,MA,Massachusetts,ALL,all sectors,3107047.0,13.81,571.75915,4139.92246,2012,5
2012-05-01,MD,Maryland,TRA,transportation,5.0,8.64,3.95274,45.75792,2012,5
2012-05-01,AR,Arkansas,TRA,transportation,2.0,11.84,0.00372,0.03141,2012,5
2012-05-01,MD,Maryland,RES,residential,2210128.0,12.95,228.87989,1767.31623,2012,5
2012-05-01,AR,Arkansas,IND,industrial,34256.0,5.57,78.08794,1403.09719,2012,5
2012-05-01,US,U.S. Total,TRA,transportation,81.0,9.97,59.34424,594.95501,2012,5
2012-05-01,AZ,Arizona,RES,residential,2570971.0,11.88,325.17313,2737.50672,2012,5
2012-05-01,AZ,Arizona,IND,industrial,7764.0,6.89,74.45732,1080.10999,2012,5
2012-05-01,AZ,Arizona,COM,commercial,304928.0,10.03,264.11918,2633.4275,2012,5
2012-05-01,CA,California,ALL,all sectors,15255165.0,12.87,2651.59039,20601.20138,2012,5
2012-05-01,CA,California,COM,commercial,1866974.0,12.65,1269.83108,10036.52623,2012,5
2012-05-01,CA,California,IND,industrial,74013.0,9.92,389.68697,3926.72285,2012,5
2012-05-01,US,U.S. Total,RES,residential,127543688.0,11.9,12010.89863,100895.11737,2012,5
2012-05-01,AZ,Arizona,ALL,all sectors,2883663.0,10.29,663.74963,6451.04421,2012,5
2012-05-01,AK,Alaska,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,AK,Alaska,RES,residential,273764.0,18.43,27.58654,149.70899,2012,5
2012-05-01,AK,Alaska,IND,industrial,1260.0,17.57,18.96725,107.92872,2012,5
2012-05-01,AK,Alaska,COM,commercial,48771.0,15.26,34.01856,222.97269,2012,5
2012-05-01,AK,Alaska,ALL,all sectors,323795.0,16.76,80.57236,480.61039,2012,5
2012-05-01,AL,Alabama,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,AL,Alabama,RES,residential,2149845.0,11.14,271.73684,2439.01049,2012,5
2012-05-01,AL,Alabama,IND,industrial,7216.0,6.02,175.24572,2911.73957,2012,5
2012-05-01,AL,Alabama,COM,commercial,357884.0,10.38,197.66348,1903.6233,2012,5
2012-05-01,AL,Alabama,ALL,all sectors,2514945.0,8.89,644.64605,7254.37336,2012,5
2012-05-01,AR,Arkansas,COM,commercial,181789.0,7.57,75.00329,991.43624,2012,5
2012-05-01,MD,Maryland,IND,industrial,10190.0,8.04,29.37534,365.31609,2012,5
2012-05-01,MD,Maryland,COM,commercial,245983.0,10.25,264.2572,2579.00351,2012,5
2012-05-01,MI,Michigan,ALL,all sectors,4777455.0,11.05,946.96583,8567.66257,2012,5
2012-05-01,MI,Michigan,COM,commercial,520804.0,11.29,365.70837,3238.89779,2012,5
2012-05-01,MI,Michigan,IND,industrial,12983.0,7.73,215.43124,2787.00378,2012,5
2012-05-01,MI,Michigan,RES,residential,4243667.0,14.39,365.77317,2541.05732,2012,5
2012-05-01,VA,Virginia,RES,residential,3244509.0,11.5,359.30529,3123.84531,2012,5
2012-05-01,VA,Virginia,TRA,transportation,1.0,8.94,1.35405,15.141,2012,5
2012-05-01,WA,Washington,ALL,all sectors,3243095.0,6.73,483.17023,7177.44685,2012,5
2012-05-01,WA,Washington,COM,commercial,357798.0,7.56,174.95803,2313.91614,2012,5
2012-05-01,WA,Washington,IND,industrial,27758.0,3.89,88.97726,2288.79993,2012,5
2012-05-01,NH,New Hampshire,COM,commercial,105069.0,13.4,44.67659,333.41479,2012,5
2012-05-01,LA,Louisiana,COM,commercial,279742.0,7.67,153.79919,2006.49995,2012,5
2012-05-01,ND,North Dakota,ALL,all sectors,407962.0,7.81,83.43441,1068.02489,2012,5
2012-05-01,NC,North Carolina,TRA,transportation,0.0,8.03,0.0475,0.59188,2012,5
2012-05-01,NC,North Carolina,RES,residential,4227428.0,10.8,432.44005,4003.04886,2012,5
2012-05-01,NC,North Carolina,IND,industrial,10482.0,6.33,154.56168,2440.53185,2012,5
2012-05-01,NC,North Carolina,COM,commercial,652675.0,8.53,338.35071,3965.18064,2012,5
2012-05-01,NC,North Carolina,ALL,all sectors,4890585.0,8.89,925.39994,10409.35322,2012,5
2012-05-01,NY,New York,TRA,transportation,6.0,14.13,29.93134,211.80104,2012,5
2012-05-01,NY,New York,RES,residential,6985454.0,17.33,614.97582,3548.2811,2012,5
2012-05-01,TX,Texas,IND,industrial,95109.0,5.37,432.87784,8060.81972,2012,5
2012-05-01,LA,Louisiana,IND,industrial,18337.0,4.82,122.51594,2541.58158,2012,5
2012-05-01,LA,Louisiana,RES,residential,1995299.0,8.48,188.70938,2226.01588,2012,5
2012-05-01,MD,Maryland,ALL,all sectors,2466306.0,11.07,526.46516,4757.39375,2012,5
2012-05-01,ME,Maine,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,MA,Massachusetts,TRA,transportation,2.0,4.19,1.16337,27.74686,2012,5
2012-05-01,VT,Vermont,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,VT,Vermont,RES,residential,309362.0,16.41,26.74816,162.96624,2012,5
2012-05-01,VT,Vermont,IND,industrial,219.0,9.79,11.10255,113.35016,2012,5
2012-05-01,VT,Vermont,COM,commercial,51264.0,14.63,23.14196,158.16169,2012,5
2012-05-01,VT,Vermont,ALL,all sectors,360845.0,14.04,60.99267,434.47809,2012,5
2012-05-01,UT,Utah,TRA,transportation,1.0,10.49,0.31485,3.00161,2012,5
2012-05-01,UT,Utah,RES,residential,964480.0,9.87,63.13818,640.00275,2012,5
2012-05-01,WA,Washington,RES,residential,2857533.0,8.52,219.19163,2574.15344,2012,5
2012-05-01,UT,Utah,COM,commercial,115691.0,8.5,76.78208,903.36844,2012,5
2012-05-01,UT,Utah,ALL,all sectors,1089573.0,7.82,185.16277,2368.84809,2012,5
2012-05-01,TX,Texas,TRA,transportation,1.0,10.65,0.58512,5.49279,2012,5
2012-05-01,TX,Texas,RES,residential,9817846.0,10.84,1173.80139,10826.49089,2012,5
2012-05-01,ME,Maine,RES,residential,703395.0,14.41,46.15127,320.18294,2012,5
2012-05-01,MO,Missouri,RES,residential,2697712.0,10.9,268.69667,2466.00486,2012,5
2012-05-01,ME,Maine,IND,industrial,2773.0,8.16,20.23615,248.06612,2012,5
2012-05-01,ME,Maine,COM,commercial,89082.0,11.33,35.24247,311.12203,2012,5
2012-05-01,ME,Maine,ALL,all sectors,795250.0,11.56,101.62988,879.37108,2012,5
2012-05-01,LA,Louisiana,TRA,transportation,1.0,8.98,0.0772,0.85923,2012,5
2012-05-01,UT,Utah,IND,industrial,9401.0,5.46,44.92767,822.47529,2012,5
2012-05-01,MO,Missouri,TRA,transportation,1.0,6.16,0.08529,1.38366,2012,5
2012-05-01,AR,Arkansas,ALL,all sectors,1547654.0,7.31,262.64041,3592.7111,2012,5
2012-05-01,MT,Montana,COM,commercial,101466.0,9.17,35.03807,382.19046,2012,5
2012-05-01,SD,South Dakota,TRA,transportation,0.0,0.0,0.0,0.0,2012,5
2012-05-01,SD,South Dakota,RES,residential,377873.0,10.61,30.58026,288.312,2012,5
2012-05-01,SD,South Dakota,IND,industrial,3045.0,6.55,14.64065,223.48113,2012,5
2012-05-01,SD,South Dakota,COM,commercial,68770.0,8.15,28.44014,348.78353,2012,5
2012-05-01,SD,South Dakota,ALL,all sectors,449688.0,8.56,73.66105,860.57667,2012,5
