period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,month,year
2024-01-01,US,U.S. Total,IND,industrial,1087100.0,8.1,6728.51082,83099.03915,1,2024
2024-01-01,US,U.S. Total,COM,commercial,19407087.0,12.59,14629.63349,116193.90883,1,2024
2024-02-01,US,U.S. Total,ALL,all sectors,161977059.0,12.76,38522.48166,301915.74475,2,2024
2024-02-01,US,U.S. Total,COM,commercial,19349570.0,12.75,13597.33387,106678.46834,2,2024
2024-02-01,US,U.S. Total,IND,industrial,1075582.0,7.79,6101.69354,78345.28585,2,2024
2024-02-01,US,U.S. Total,RES,residential,141551825.0,16.12,18752.72905,116351.26952,2,2024
2024-02-01,US,U.S. Total,TRA,transportation,82.0,13.08,70.72519,540.72105,2,2024
2024-03-01,US,U.S. Total,IND,industrial,1080094.0,7.68,6371.55611,82979.7119,3,2024
2024-03-01,US,U.S. Total,ALL,all sectors,162524920.0,12.69,37363.11532,294521.57458,3,2024
2024-03-01,US,U.S. Total,COM,commercial,19402648.0,12.73,13771.33814,108216.89999,3,2024
2024-03-01,US,U.S. Total,RES,residential,142042096.0,16.69,17148.76928,102725.76687,3,2024
2024-03-01,US,U.S. Total,TRA,transportation,82.0,11.92,71.45179,599.19582,3,2024
2024-04-01,US,U.S. Total,ALL,all sectors,162779638.0,12.65,35865.9319,283432.48897,4,2024
2024-04-01,US,U.S. Total,COM,commercial,19417052.0,12.63,13378.82747,105887.69974,4,2024
2024-04-01,US,U.S. Total,IND,industrial,1096747.0,7.77,6362.75504,81880.93885,4,2024
2024-04-01,US,U.S. Total,RES,residential,142265757.0,16.88,16057.49078,95126.14604,4,2024
2024-04-01,US,U.S. Total,TRA,transportation,82.0,12.43,66.85861,537.70435,4,2024
2024-05-01,US,U.S. Total,IND,industrial,1112158.0,7.88,6901.71413,87532.80909,5,2024
2024-05-01,US,U.S. Total,TRA,transportation,82.0,12.21,72.86117,596.86719,5,2024
2024-05-01,US,U.S. Total,COM,commercial,19467122.0,12.48,14461.13025,115903.01912,5,2024
2024-05-01,US,U.S. Total,RES,residential,142561792.0,16.43,17739.25234,107998.64368,5,2024
2024-05-01,US,U.S. Total,ALL,all sectors,163141154.0,12.55,39174.95789,312031.33908,5,2024
2024-06-01,US,U.S. Total,COM,commercial,19402311.0,13.07,16446.52673,125818.42865,6,2024
2024-06-01,US,U.S. Total,ALL,all sectors,162757188.0,13.23,46714.77031,353104.11399,6,2024
2024-06-01,US,U.S. Total,RES,residential,142241643.0,16.42,22829.06985,139067.36204,6,2024
2024-06-01,US,U.S. Total,TRA,transportation,83.0,12.74,72.27426,567.51643,6,2024
2024-06-01,US,U.S. Total,IND,industrial,1113151.0,8.4,7366.89947,87650.80686,6,2024
2024-07-01,US,U.S. Total,RES,residential,143052031.0,16.63,27534.85579,165564.28446,7,2024
2024-07-01,US,U.S. Total,ALL,all sectors,163698810.0,13.76,54223.52045,394123.69926,7,2024
2024-07-01,US,U.S. Total,COM,commercial,19507538.0,13.58,18575.91338,136758.57821,7,2024
2024-07-01,US,U.S. Total,TRA,transportation,83.0,13.15,84.26254,640.92413,7,2024
2024-07-01,US,U.S. Total,IND,industrial,1139158.0,8.81,8028.48874,91159.91246,7,2024
2024-08-01,US,U.S. Total,COM,commercial,19411740.0,13.39,18345.47849,136965.82249,8,2024
2024-08-01,US,U.S. Total,IND,industrial,1145127.0,8.72,8103.96721,92969.02843,8,2024
2024-08-01,US,U.S. Total,ALL,all sectors,163644285.0,13.61,53089.48339,390218.87059,8,2024
2024-08-01,US,U.S. Total,TRA,transportation,83.0,13.18,84.32779,639.65891,8,2024
2024-08-01,US,U.S. Total,RES,residential,143087335.0,16.63,26555.7099,159644.36076,8,2024
2024-09-01,US,U.S. Total,IND,industrial,1130209.0,8.51,7415.49202,87127.33223,9,2024
2024-09-01,US,U.S. Total,RES,residential,142647039.0,16.83,21616.4433,128429.06352,9,2024
2024-09-01,US,U.S. Total,TRA,transportation,82.0,13.01,73.44542,564.38179,9,2024
2024-09-01,US,U.S. Total,COM,commercial,19359632.0,13.47,16734.14963,124259.2414,9,2024
2024-09-01,US,U.S. Total,ALL,all sectors,163136962.0,13.47,45839.53036,340380.01894,9,2024
2024-10-01,US,U.S. Total,IND,industrial,1122412.0,8.21,7209.83685,87870.74987,10,2024
2024-10-01,US,U.S. Total,RES,residential,143641031.0,16.94,18109.88015,106886.79627,10,2024
2024-10-01,US,U.S. Total,TRA,transportation,82.0,12.35,70.25326,568.79002,10,2024
2024-10-01,US,U.S. Total,ALL,all sectors,164262079.0,13.07,41005.33454,313638.33993,10,2024
2024-10-01,US,U.S. Total,COM,commercial,19498554.0,13.2,15615.36429,118312.00377,10,2024
